"timestamp","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.10.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.0.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.2.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.11.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.3.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.4.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.9.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.7.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.8.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.1.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.5.aws.oc-stats-production.oc-stats-analytics","storm.lag.time/FfQKA_bAgAE.oc-stats-analytics:kafka-oc-stats.production.default2.6.aws.oc-stats-production.oc-stats-analytics"
1665986500000,2.380680675354505,1.9760701865557126,1.6867993246403674,1.6283430607991223,1.134715124395052,1.0124834872233803,1.7058583309775905,2.3762185298994685,1.6538304625368536,2.111154410755262,2.204327439054092,1.9998438713398385
1665986595000,0.5735152312432336,0.11738908321351346,0.34817242200395704,0.3281343613352094,0.21499246121569596,0.227513848627367,0.2190969570724378,0.34254312337334475,0.21909691382706306,0.5992162072004911,0.5597662256985175,0.4413536156599338
1665986690000,1.6755934398422312,1.6377045464166353,0.9926705945601056,1.4922218754220364,1.64967670969977,1.8876195527687873,0.784364398320516,1.064548796241178,1.685534586443528,1.621272055155923,0.5138696127311005,1.0954431723353046
1665986785000,1.000616348090292,0.9254796198393671,1.6567932362757423,1.2171252141289386,0.4355431297831194,0.6763605096914471,0.6479871889928004,0.5495908775080707,0.5588723034277756,0.8801098856544235,0.4679855505625407,0.7900454167471733
1665986880000,0.6037695119209078,0.5113795672377495,0.9185711229880025,0.7777125676472981,0.9105050249797543,0.7734262712752622,0.7734156965550797,0.4418878550782348,0.4398052407030111,0.7130989413548336,0.5912098263183869,0.9174211540852838
1665986975000,3.7457840134736795,2.707623665149395,2.9358422033267444,2.5255244459835553,2.458795512663321,3.3799388315329777,2.6713061884829874,3.4924648810901915,2.611922239915852,3.59870075124555,2.06410386220106,4.138861628512806
1665987070000,0.3409785457860644,0.503617492728277,0.6260384033385843,0.990534722858964,0.7932688955626737,1.007176990351401,0.7469660387568521,0.514809168819198,0.6884015929024174,0.7894699731243422,0.8189649239783865,0.3263597607719142
1665987165000,3.246768140618607,3.828096054412506,2.868146169410562,1.6999978039945876,2.5304774476021312,3.966776814591473,2.8032897849807474,2.619070887565613,3.6836253653991036,1.7925843022904306,3.8166719812668974,3.0147804075559366
1665987260000,1.764658638284673,1.1725223515250465,1.6685837510657153,1.4691439334967544,1.7300046195446606,1.6389740130112567,1.0167426148867278,1.1086501774407496,1.0224085985454174,1.1373410636996046,1.0311554578977211,0.9029106540339333
1665987355000,1.5116685422538672,2.5546301508424296,1.825897549090827,2.679663699515601,1.521019224833725,1.6554867714009385,1.671353700906394,1.8308172179203408,1.3970942842098244,1.594895776091988,1.3647308698089637,1.52682017200398
1665987450000,1.5466112484589465,1.5743968716936907,1.2550592111006709,1.2947768838619544,1.5831810091038452,0.9548755157825559,1.458028607070446,1.8280019453212397,0.872912545199702,1.1620824384963375,1.6162385127711754,1.1685350333642022
1665987545000,1.8823436024531324,1.1390445942949192,0.9378081830584354,1.009706883395844,0.8059780576928931,2.0370871560206334,0.9803263361313764,1.148655855330285,0.8945178547919084,1.088128235760857,1.2151881538882745,1.0428120561773995
1665987640000,"","","","","","","","","","","",""
1665987735000,2.7814554426405165,1.7715273500192545,2.8599392286249765,2.855090909340666,3.435318932865129,2.279545873403549,3.7329334498846047,3.1870880022789665,2.2252155170463297,2.808554138056934,2.2410483172290214,3.20650625636435
1665987830000,1.2701425617688322,1.50247879527864,1.5376281443162736,1.3982153127600179,1.53314813881736,0.8771128915884093,1.5468027240374886,1.378657129370956,1.0780398174038468,1.6344509152750215,1.7427186473434522,1.6888099719005025
1665987925000,2.612956106735174,2.4693661398509885,2.568357065822301,1.4384360460134653,2.392098603692166,2.34303773725766,2.0005299199271844,2.7371700809487693,2.9749965635212985,2.215380621669893,3.459197336538679,2.591324590370231
1665988020000,1.6672085058014348,2.2864465340752167,1.697999826551209,1.2181272698519272,1.9435481996678596,1.28419919267914,1.4476680644291384,0.9154792822252108,1.18895338629551,1.2189158794860686,1.7074790019344015,1.4695313938488306
1665988115000,0.4404381308444711,0.8598762300038852,0.43789081573486327,0.10947308430092872,0.5380334203893488,0.502088292406068,0.8270231167822426,0.10556746592356875,0.4338783961118019,0.33940460946824813,0.5331869369691556,0.0
1665988210000,0.4539739784099713,0.28057020245668646,0.2822671787392709,0.4530924523918374,0.1902883891301053,0.3833128911513812,0.181237026788656,0.3722315500170022,0.18265597880936416,0.5743774531437801,0.3653110291393303,0.17627382053306803
1665988305000,0.2097821445078463,0.20338042368654347,0.643943425280825,0.32156741358468394,0.10431911432155046,0.4908144989597144,0.19987002974416054,0.10068806493604505,0.20953507096212276,0.44414337950276306,0.10159313418459164,0.10371469601756479
1665988400000,1.0446279603549,0.8740409436049285,1.0138968545563367,1.1007503674651862,0.9711102988003703,0.3945118406847851,0.9458906528583859,1.2731143395848734,0.19129093085051066,0.6875825900813172,0.19440916367834307,1.1062654679821382
1665988495000,2.176705411161336,2.2059547194186404,2.6683803700253006,3.070427105396609,1.8332976735764295,2.783556769792687,2.0491946278110382,2.6857577979198997,2.1701636289321784,1.5809485818562883,2.767432852169747,2.5406589513023694
1665988590000,1.5016104690531358,1.6569066385252285,1.7662604934764359,1.6051444189597044,2.2880467973277367,1.8659353953263291,2.100105295578639,3.2550580317759232,1.9764641769827669,1.859860769170799,1.5208952264352278,1.2660131325592867
1665988685000,2.1828619200271575,1.8505186863629466,1.9978017191733082,2.4930649562315508,2.8643045396010898,2.875052321118589,2.543000521725171,2.1739967714259194,2.578329390949673,3.137053271524267,1.9299394447024505,3.413878296289008
1665988780000,1.3431411645147537,1.702360074634683,1.2945205883194288,1.3096717176303059,0.8482414863264547,1.3974984943522193,2.2455624084179537,1.3612915148606173,2.0436630144224064,1.1770915834209585,1.6754356203852472,1.6567776771324514
1665988875000,0.9297646986886529,1.170998454093933,0.9567153083611719,1.3029814818114314,0.5770160042904666,0.6155383473458911,0.7982412160243731,1.7772815777705266,1.3029824532530938,1.3590991602224463,0.6323858582262653,0.9681959894725255
1665988970000,0.4229990570946077,0.6585386393401433,0.22232066032498385,0.6207645202611948,0.31865946054458616,0.764783016204834,0.10681322673179584,0.32627261783482675,0.10814237783397483,0.11353668549281684,0.10802026441541768,0.4296534248952115
1665989065000,0.3584727060314332,0.6961311938157722,0.2779007514396751,0.4586586397148537,0.6465109900672837,0.43068303295780086,0.26328275503968834,0.5350948022224842,0.2719639104546852,0.4640886664983645,0.43472662665304024,0.3484427000628132
1665989160000,1.550081915450546,1.029855484490866,1.6318788807190474,0.9747245493232174,0.9683651475216574,1.3483813237800872,1.0734918573604553,0.984370214638309,0.9618934809345089,0.7108720967501364,0.9992362608276837,0.6462276771150787
1665989255000,1.0564030809968739,1.5508117649412374,0.8288888095047673,0.8704152733837459,1.801352171820511,1.352346879017504,0.5949842128615072,1.151917626620469,1.5120955541176984,1.0954675655812025,0.8623790499029124,1.362217397637706
1665989350000,1.0188959535661635,1.3885650088451573,1.7509541814051681,0.7819680518414601,0.8613377324675631,0.6986203605967357,1.2098698251188014,1.237364913014465,1.164339299787555,0.8626308798473773,1.2433961748786797,0.9165501859126344
1665989445000,1.471345897757107,1.9440965710355225,2.173247144401418,2.6464888603442587,2.244339711117312,1.7702705639894767,1.6309292020318715,1.7390009962111903,1.4041908328272716,1.5694545819277224,1.7671019476017145,2.7314204790653327
1665989540000,2.994303465183507,2.1636388734500844,1.5546519240404975,1.8268798044666394,1.698168927972967,2.2344333018982807,2.3184211000483086,2.7963852739619637,2.304799301503828,2.1170223331451417,1.7938399726999552,2.02008579766174
1665989635000,1.4827745236567598,1.5149202153663395,2.139238581189209,2.9696658323983747,2.4331366616997134,2.0625453977023853,2.182272375165025,2.585308474879111,2.9517822606539217,2.0540353857913014,1.9823744692987773,1.580549819613691
1665989730000,1.1381175139775643,0.9251674521523175,0.9686336980756287,0.9387036244369942,0.5801855144547481,0.5511457859012662,0.6707745555440819,0.5683582169669015,0.6911720220189894,0.498568827612755,0.9159591195084595,1.0329575911435214
1665989825000,1.3496261651370687,0.9491977562834493,2.431762804404396,1.1714720518324109,1.1513088144228802,1.494300747674609,1.1894546192045248,1.2036087428053763,1.1289525368556765,1.555998790373496,2.0318095443917694,0.9926891905142678
1665989920000,1.4137860224255776,1.4823688297044664,1.9350274163063126,1.6982968606001942,1.9247348562200017,2.336194265179518,1.6533479344858535,1.03987328882528,1.3554328443869104,1.2488122807021558,1.8072441703868363,1.158209783999202
1665990015000,2.2323797451113174,1.5741935613095595,1.714172321717858,1.7965254497787932,1.696299198792444,2.0911558735271387,2.625780567848425,2.5734761438734544,1.9734877736227852,2.021623873361727,1.5554175709365705,1.2592133959346914
